member_id,first_name,middle_name,last_name,birth_date,ssn,gender,address1,address2,city,state,zip,member_external_id
RI0007612,KRISTA,,MCCULLOUGH,,,FEMALE,,,,RI,,1656123635
RI0007613,RACHEL,BRANDI,JOHNSON,,,FEMALE,,,,RI,,1707069508
RI0007614,KENDRA,SHAWN,RYAN,,,FEMALE,,,,RI,,1819052710
RI0007615,ALAN,,SANCHEZ,,,FEMALE,,,,RI,,1010484807
RI0007616,SUSAN,,JAMES,,,MALE,,,,RI,,1258355462
RI0007617,DOUGLAS,,COOK,,,MALE,,,,RI,,1005369652
RI0007618,MITCHELL,,GATES,,,FEMALE,,,,RI,,1893795609
RI0007619,ROBERTO,DONNA,DRAKE,,,FEMALE,,,,RI,,1510906062
RI0007620,MICHAEL,ERICA,CARTER,,,MALE,,,,RI,,1133589659
RI0007621,STEVEN,JENNIFER,COSTA,,,MALE,,,,RI,,1739447968
RI0007622,SHANE,TREVOR,WOODS,,,FEMALE,,,,RI,,1098532409
RI0007623,STEPHANIE,,THOMAS,,,MALE,,,,RI,,1961500603
RI0007624,SCOTT,KAREN,HENSON,,,FEMALE,,,,RI,,1837927746
RI0007625,JOEL,,GIBBS,,,MALE,,,,RI,,1169069965
RI0007626,TROY,,BURKE,,,FEMALE,,,,RI,,1915504498
RI0007627,CHRISTINA,,HERNANDEZ,,,FEMALE,,,,RI,,1109188150
RI0007628,GREGORY,MARY,REID,,,FEMALE,,,,RI,,1342623189
RI0007629,SCOTT,,HARDY,,,MALE,,,,RI,,1472586992
RI0007630,DERRICK,,BRYAN,,,MALE,,,,RI,,1755129401
RI0007631,BARBARA,KELLY,CARR,,,FEMALE,,,,RI,,1921535077
RI0007632,BRUCE,,WILLIAMSON,,,MALE,,,,RI,,1213494257
RI0007633,BENJAMIN,DEREK,CORDOVA,,,MALE,,,,RI,,1908579758
RI0007634,RANDALL,,SCOTT,,,MALE,,,,RI,,1505833767
RI0007635,MICHELLE,TAMMY,TAYLOR,,,MALE,,,,RI,,1789836707
RI0007636,DONALD,,WHEELER,,,FEMALE,,,,RI,,1368418547
RI0007637,AMY,,PETERSON,,,MALE,,,,RI,,1068820275
RI0007638,RACHEL,ARTHUR,SHIELDS,,,FEMALE,,,,RI,,1623810602
RI0007639,JANE,DEBRA,THOMPSON,,,FEMALE,,,,RI,,1057625549
RI0007640,JOSHUA,,SMITH,,,MALE,,,,RI,,1563505313
RI0007641,STEVE,,NUNEZ,,,MALE,,,,RI,,1741843855
RI0007642,RICHARD,MICHEAL,KING,,,MALE,,,,RI,,1646836309
RI0007643,MARTIN,,RICE,,,MALE,,,,RI,,1032647483
RI0007644,DANNY,,ANDREWS,,,MALE,,,,RI,,1010325534
RI0007645,MICHELLE,,ROBERTSON,,,FEMALE,,,,RI,,1229231053
RI0007646,SHARON,ANDREW,RODRIGUEZ,,,FEMALE,,,,RI,,1598577211
RI0007647,ANDREA,,JOHNSON,,,FEMALE,,,,RI,,1928002374
RI0007648,JUSTIN,,MITCHELL,,,MALE,,,,RI,,1514016456
RI0007649,MARIA,,HAYES,,,FEMALE,,,,RI,,1505659288
RI0007650,SCOTT,DANIEL,BURNETT,,,MALE,,,,RI,,1558075672
RI0007651,REBECCA,DENISE,ARNOLD,,,MALE,,,,RI,,1958763679
RI0007652,EMILY,BRADLEY,THOMPSON,,,MALE,,,,RI,,1654632687
RI0007653,KATHLEEN,TRICIA,ANDERSEN,,,MALE,,,,RI,,1883286692
RI0007654,VICTOR,LAUREN,GARCIA,,,MALE,,,,RI,,1878121999
RI0007655,HOLLY,CHERYL,FREEMAN,,,MALE,,,,RI,,1801830426
RI0007656,TAYLOR,,MURRAY,,,FEMALE,,,,RI,,1008961382
RI0007657,HEATHER,,HERNANDEZ,,,MALE,,,,RI,,1442490265
RI0007658,JOSEPH,CAMERON,EWING,,,MALE,,,,RI,,1936890132
RI0007659,ANGELA,,HENRY,,,MALE,,,,RI,,1635522764
RI0007660,KIMBERLY,,PARSONS,,,MALE,,,,RI,,1787651253
RI0007661,LAURA,,NGUYEN,,,MALE,,,,RI,,1698214243
RI0007662,LISA,VICKIE,FOLEY,,,FEMALE,,,,RI,,1915444160
RI0007663,CHEYENNE,,WILLIAMS,,,MALE,,,,RI,,1581934333
RI0007664,JACOB,STEPHEN,GREENE,,,FEMALE,,,,RI,,1282771092
RI0007665,JOE,DAVID,RIVAS,,,MALE,,,,RI,,1416053521
RI0007666,CRYSTAL,STACEY,RILEY,,,FEMALE,,,,RI,,1951685338
RI0007667,WILLIAM,MIRANDA,MEDINA,,,MALE,,,,RI,,1244505283
RI0007668,BRANDY,JAMES,CAIN,,,FEMALE,,,,RI,,1638407114
RI0007669,JOSEPH,DESTINY,WALLACE,,,MALE,,,,RI,,1561849564
RI0007670,RYAN,MATTHEW,HINES,,,FEMALE,,,,RI,,1860316974
RI0007671,ALEXIS,JESSE,GORDON,,,FEMALE,,,,RI,,1057679286
RI0007672,ROBIN,THERESA,ROBLES,,,FEMALE,,,,RI,,1751374062
RI0007673,MICHAEL,LISA,JAMES,,,FEMALE,,,,RI,,1990282418
RI0007674,KENNETH,,BALDWIN,,,FEMALE,,,,RI,,1182532669
RI0007675,KIMBERLY,,MARSH,,,FEMALE,,,,RI,,1930099959
RI0007676,GRACE,,ELLISON,,,FEMALE,,,,RI,,1952720482
RI0007677,JAMES,AARON,FISHER,,,FEMALE,,,,RI,,1457992897
RI0007678,TRACY,CHRISTOPHER,CARNEY,,,FEMALE,,,,RI,,1247090403
RI0007679,ALLEN,RENEE,LEE,,,MALE,,,,RI,,1190487646
RI0007680,KEVIN,,SMITH,,,FEMALE,,,,RI,,1358402898
RI0007681,LORETTA,,JOHNSON,,,FEMALE,,,,RI,,1515805838
RI0007682,KATHRYN,,BARNES,,,FEMALE,,,,RI,,1555400111
RI0007683,FREDERICK,,BRANCH,,,FEMALE,,,,RI,,1067558640
RI0007684,JONATHAN,JOHN,EVERETT,,,MALE,,,,RI,,1645492751
RI0007685,ROBERT,AMY,MOORE,,,FEMALE,,,,RI,,1796846914
RI0007686,BRIAN,,MORENO,,,MALE,,,,RI,,1891248614
RI0007687,EARL,,SANCHEZ,,,MALE,,,,RI,,1147437934
RI0007688,SAMANTHA,CALVIN,WILLIAMS,,,MALE,,,,RI,,1193969508
RI0007689,JAIME,,JOHNSON,,,FEMALE,,,,RI,,1613459387
RI0007690,STEVEN,,WELLS,,,MALE,,,,RI,,1913414730
RI0007691,JOSEPH,BRIAN,JORDAN,,,FEMALE,,,,RI,,1254248570
RI0007692,STEVEN,,SCHMIDT,,,MALE,,,,RI,,1468960405
RI0007693,AMANDA,,FOSTER,,,MALE,,,,RI,,1343097650
RI0007694,JESSICA,,MAY,,,FEMALE,,,,RI,,1412324722
RI0007695,ANDRE,ADAM,JONES,,,MALE,,,,RI,,1417398586
RI0007696,CASSIDY,,SANDOVAL,,,MALE,,,,RI,,1225226920
RI0007697,JOSEPH,JONATHAN,MARTINEZ,,,MALE,,,,RI,,1756950912
RI0007698,CHRISTOPHER,,LIVINGSTON,,,MALE,,,,RI,,1135716616
RI0007699,DANIEL,,ONEILL,,,FEMALE,,,,RI,,1077158423
RI0007700,BENJAMIN,MELANIE,CARDENAS,,,MALE,,,,RI,,1621392534
RI0007701,ERIC,,DAVIDSON,,,MALE,,,,RI,,1746947397
RI0007702,PAMELA,,TORRES,,,MALE,,,,RI,,1218017425
RI0007703,MORGAN,,LONG,,,FEMALE,,,,RI,,1322592507
RI0007704,CONNIE,,MATHEWS,,,MALE,,,,RI,,1858649219
RI0007705,PAUL,,TAYLOR,,,FEMALE,,,,RI,,1485443461
RI0007706,MACKENZIE,MARIO,RAMIREZ,,,FEMALE,,,,RI,,1164594317
RI0007707,MARY,,MELENDEZ,,,MALE,,,,RI,,1634465964
RI0007708,GREGORY,JOHN,LOPEZ,,,FEMALE,,,,RI,,1788150275
RI0007709,KIMBERLY,,RICE,,,MALE,,,,RI,,1368038774
RI0007710,ROBIN,,WARREN,,,MALE,,,,RI,,1785488343
RI0007711,LAUREN,CHAD,FRY,,,FEMALE,,,,RI,,1141704383
RI0007712,TANYA,MARK,ALLEN,,,FEMALE,,,,RI,,1569399705
RI0007713,KARA,JACOB,HOLMES,,,MALE,,,,RI,,1232217188
RI0007714,SUSAN,,POWERS,,,MALE,,,,RI,,1643702686
RI0007715,HOWARD,,GORDON,,,FEMALE,,,,RI,,1505380128
RI0007716,TIFFANY,BRENDA,CHURCH,,,MALE,,,,RI,,1883750511
RI0007717,STEVEN,BETHANY,HARTMAN,,,FEMALE,,,,RI,,1220584884
RI0007718,KATIE,,HANNA,,,FEMALE,,,,RI,,1042424171
RI0007719,RICHARD,,SMITH,,,FEMALE,,,,RI,,1877233036
RI0007720,CANDACE,JACKSON,ZIMMERMAN,,,FEMALE,,,,RI,,1976459748
RI0007721,ALAN,REBECCA,GREEN,,,MALE,,,,RI,,1362984013
RI0007722,NICOLE,,JOHNSON,,,MALE,,,,RI,,1972412553
RI0007723,TAMMY,,GUERRERO,,,FEMALE,,,,RI,,1880959658
RI0007724,DYLAN,,JAMES,,,FEMALE,,,,RI,,1781866328
RI0007725,DEBBIE,,THOMPSON,,,MALE,,,,RI,,1248659387
RI0007726,RYAN,SEAN,COLLIER,,,MALE,,,,RI,,1059528456
RI0007727,JEREMY,,HOFFMAN,,,MALE,,,,RI,,1379301249
RI0007728,GEORGE,,HOUSTON,,,MALE,,,,RI,,1059939673
RI0007729,ALYSSA,,HILL,,,FEMALE,,,,RI,,1057880923
RI0007730,GARY,CHEYENNE,HARRIS,,,FEMALE,,,,RI,,1699294718
RI0007731,JESSICA,,RYAN,,,FEMALE,,,,RI,,1477334537
RI0007732,SHERRY,,MENDEZ,,,MALE,,,,RI,,1323627823
RI0007733,HENRY,,STEPHENS,,,FEMALE,,,,RI,,1524297990
RI0007734,JOHN,ANDREW,WALKER,,,MALE,,,,RI,,1102626680
RI0007735,CRYSTAL,MATTHEW,MCCOY,,,FEMALE,,,,RI,,1236056808
RI0007736,ANDREW,SHANE,CLARK,,,MALE,,,,RI,,1886548545
RI0007737,HEATHER,KENNETH,WELLS,,,MALE,,,,RI,,1785630635
RI0007738,KRISTINA,LYNN,PERRY,,,FEMALE,,,,RI,,1262676259
RI0007739,ALYSSA,MARY,FLOWERS,,,MALE,,,,RI,,1763583123
RI0007740,MARIA,DIANE,VALDEZ,,,FEMALE,,,,RI,,1028108083
RI0007741,MATTHEW,SHERYL,HULL,,,MALE,,,,RI,,1271171435
RI0007742,FAITH,,WIGGINS,,,FEMALE,,,,RI,,1911195697
RI0007743,CHRISTOPHER,,GONZALES,,,FEMALE,,,,RI,,1542440949
RI0007744,BRIAN,RENEE,SALAZAR,,,MALE,,,,RI,,1031991011
RI0007745,RANDALL,,BUCHANAN,,,FEMALE,,,,RI,,1755343537
RI0007746,DANIEL,,MORRIS,,,FEMALE,,,,RI,,1107275724
RI0007747,CHRISTOPHER,ROBERT,SANDERS,,,MALE,,,,RI,,1066619511
RI0007748,LOUIS,JENNIFER,KRAMER,,,MALE,,,,RI,,1430408489
RI0007749,LAURA,,BRADLEY,,,MALE,,,,RI,,1693599885
RI0007750,MICHAEL,,MARSHALL,,,MALE,,,,RI,,1570527149
RI0007751,KAREN,LISA,MARTINEZ,,,FEMALE,,,,RI,,1668619263
RI0007752,JESSICA,WILLIAM,MAY,,,FEMALE,,,,RI,,1547688482
RI0007753,KEITH,JUSTIN,ANDERSON,,,MALE,,,,RI,,1773569933
RI0007754,LEVI,TREVOR,SCHNEIDER,,,FEMALE,,,,RI,,1072660006
RI0007755,SONYA,,ALLEN,,,MALE,,,,RI,,1351428672
RI0007756,NANCY,NICHOLAS,SUTTON,,,MALE,,,,RI,,1750687560
RI0007757,MARGARET,EVAN,HICKMAN,,,FEMALE,,,,RI,,1142073470
RI0007758,ANTHONY,JARED,GRAHAM,,,MALE,,,,RI,,1067882213
RI0007759,JOHN,MICHEAL,BENITEZ,,,MALE,,,,RI,,1386840260
RI0007760,WARREN,CHRISTINA,CARTER,,,MALE,,,,RI,,1462783473
RI0007761,MICHAELA,,LOPEZ,,,FEMALE,,,,RI,,1454703292
RI0007762,JEFFREY,,FLORES,,,FEMALE,,,,RI,,1730901738
RI0007763,JAMES,PRESTON,MORRIS,,,MALE,,,,RI,,1629857161
RI0007764,MICHAEL,,DONOVAN,,,FEMALE,,,,RI,,1784113529
RI0007765,MIRANDA,,ESPINOZA,,,MALE,,,,RI,,1506444731
RI0007766,JOSEPH,,ANDERSON,,,MALE,,,,RI,,1473705063
RI0007767,MICHAEL,JOSEPH,HAYES,,,MALE,,,,RI,,1816064383
RI0007768,CRYSTAL,JESSICA,DOUGLAS,,,MALE,,,,RI,,1189123237
RI0007769,JENNIFER,,BURNETT,,,MALE,,,,RI,,1665390855
RI0007770,KYLE,,MARTIN,,,FEMALE,,,,RI,,1992790584
RI0007771,CHRISTOPHER,,MARTIN,,,FEMALE,,,,RI,,1235364314
RI0007772,CODY,WHITNEY,WARD,,,MALE,,,,RI,,1886974878
RI0007773,EDWARD,,ESTES,,,MALE,,,,RI,,1289985627
RI0007774,SHARON,,HILL,,,MALE,,,,RI,,1040247153
RI0007775,ANDREA,TERESA,PAGE,,,MALE,,,,RI,,1920260593
RI0007776,SABRINA,AMY,ANDREWS,,,MALE,,,,RI,,1907221310
RI0007777,DANIELLE,,HOOD,,,MALE,,,,RI,,1026288832
RI0007778,VICKIE,BRANDI,REID,,,MALE,,,,RI,,1565708657
RI0007779,ANN,BRENDA,NIELSEN,,,FEMALE,,,,RI,,1082228864
RI0007780,ALYSSA,ERIKA,GONZALEZ,,,MALE,,,,RI,,1687617653
RI0007781,KERRI,,EWING,,,FEMALE,,,,RI,,1851041116
RI0007782,HANNAH,,GARZA,,,MALE,,,,RI,,1007216451
RI0007783,LINDA,,FLORES,,,MALE,,,,RI,,1971615387
RI0007784,DUSTIN,,CRUZ,,,FEMALE,,,,RI,,1335416916
RI0007785,ANDREW,CYNTHIA,TAYLOR,,,MALE,,,,RI,,1386225661
RI0007786,RUSSELL,,PENA,,,MALE,,,,RI,,1585810716
RI0007787,SUSAN,,MARTINEZ,,,MALE,,,,RI,,1851387646
RI0007788,ERIC,DAVID,PETERS,,,FEMALE,,,,RI,,1949632158
RI0007789,ELIZABETH,ANGELA,GOODMAN,,,FEMALE,,,,RI,,1882421960
RI0007790,KATIE,ANDREW,DAY,,,FEMALE,,,,RI,,1658519074
RI0007791,JENNIFER,RACHAEL,WALSH,,,FEMALE,,,,RI,,1581587791
RI0007792,WESLEY,ERIN,WATSON,,,FEMALE,,,,RI,,1697610440
RI0007793,RODNEY,,MARTIN,,,MALE,,,,RI,,1467553258
RI0007794,BRANDON,,WILLIAMS,,,MALE,,,,RI,,1548663473
RI0007795,JASMINE,,ANDREWS,,,FEMALE,,,,RI,,1554121156
RI0007796,STEPHANIE,ROGER,WILSON,,,MALE,,,,RI,,1301331316
RI0007797,DANA,MARK,FARLEY,,,FEMALE,,,,RI,,1289845080
RI0007798,TIMOTHY,,WALTERS,,,MALE,,,,RI,,1840664444
RI0007799,NICHOLAS,AMY,CHAPMAN,,,MALE,,,,RI,,1095942392
RI0007800,ETHAN,,KELLER,,,FEMALE,,,,RI,,1522046094
RI0007801,CHRISTOPHER,CHRISTIE,SALAS,,,FEMALE,,,,RI,,1344702662
RI0007802,VICTORIA,,HICKS,,,MALE,,,,RI,,1862472123
RI0007803,ANN,SHELLY,RICE,,,FEMALE,,,,RI,,1913022275
RI0007804,MARCUS,,BAILEY,,,MALE,,,,RI,,1480899729
RI0007805,SARAH,,PHILLIPS,,,MALE,,,,RI,,1170751344
RI0007806,PATRICIA,VICTORIA,LEWIS,,,MALE,,,,RI,,1474156710
RI0007807,KRISTY,,PAUL,,,MALE,,,,RI,,1041479085
RI0007808,DESIREE,,DRAKE,,,FEMALE,,,,RI,,1372251795
RI0007809,JOSHUA,ADRIAN,FOX,,,FEMALE,,,,RI,,1547907673
RI0007810,TAMMY,REBECCA,PETERS,,,MALE,,,,RI,,1959073420
RI0007811,WILLIAM,JESSICA,DIAZ,,,MALE,,,,RI,,1965795812
RI0007812,EMMA,,RIVERA,,,FEMALE,,,,RI,,1930143440
RI0007813,PATRICIA,APRIL,BUTLER,,,MALE,,,,RI,,1524798191
RI0007814,ANTHONY,EMILY,DAVID,,,FEMALE,,,,RI,,1460695849
RI0007815,NATHAN,,MARSHALL,,,MALE,,,,RI,,1745931091
RI0007816,COLIN,ASHLEY,PADILLA,,,MALE,,,,RI,,1204413708
RI0007817,DAVID,SCOTT,CERVANTES,,,MALE,,,,RI,,1236309214
RI0007818,SYLVIA,JASON,FREEMAN,,,MALE,,,,RI,,1820061701
RI0007819,JENNY,,WRIGHT,,,FEMALE,,,,RI,,1864666464
RI0007820,LAURA,DAVID,SCHROEDER,,,MALE,,,,RI,,1957764471
RI0007821,LUIS,HEATHER,MCLAUGHLIN,,,MALE,,,,RI,,1424665077
RI0007822,RACHAEL,,MONROE,,,FEMALE,,,,RI,,1702546194
RI0007823,MARK,DAWN,BENTLEY,,,FEMALE,,,,RI,,1670695078
RI0007824,MATTHEW,,POWERS,,,MALE,,,,RI,,1337621914
RI0007825,RUTH,,BROWN,,,FEMALE,,,,RI,,1187159100
RI0007826,ELIZABETH,WENDY,TATE,,,MALE,,,,RI,,1670636929
RI0007827,SARAH,,HARRISON,,,MALE,,,,RI,,1904269283
RI0007828,VICTORIA,MARCUS,WALTERS,,,MALE,,,,RI,,1523291198
RI0007829,SPENCER,JAMES,GARDNER,,,FEMALE,,,,RI,,1559686003
RI0007830,TIFFANY,VALERIE,ROBERTSON,,,MALE,,,,RI,,1976310890
RI0007831,CORY,,PARKER,,,FEMALE,,,,RI,,1713086917
RI0007832,ANGELA,KAREN,HOLLAND,,,MALE,,,,RI,,1847919036
RI0007833,SCOTT,KEVIN,MCGEE,,,MALE,,,,RI,,1529656707
RI0007834,KAYLA,,TAYLOR,,,FEMALE,,,,RI,,1348428863
RI0007835,ANDREA,JAMES,SMITH,,,FEMALE,,,,RI,,1169538610
RI0007836,JOSHUA,,SALAZAR,,,FEMALE,,,,RI,,1825381702
RI0007837,BRITTANY,,DAWSON,,,FEMALE,,,,RI,,1011008626
RI0007838,LISA,,LUCAS,,,FEMALE,,,,RI,,1672871403
RI0007839,MICHAEL,TERESA,BROWN,,,MALE,,,,RI,,1921613400
RI0007840,LEAH,,GLOVER,,,FEMALE,,,,RI,,1774276346
RI0007841,NICOLAS,APRIL,JORDAN,,,MALE,,,,RI,,1800531864
RI0007842,DAVID,DAVID,WHITE,,,FEMALE,,,,RI,,1616035254
RI0007843,CAROL,,WEISS,,,FEMALE,,,,RI,,1685063810
RI0007844,JAMES,CHARLES,BRADLEY,,,FEMALE,,,,RI,,1669651986
RI0007845,DANIEL,,WATKINS,,,MALE,,,,RI,,1812796607
RI0007846,JASON,SETH,GOMEZ,,,MALE,,,,RI,,1820386225
RI0007847,ASHLEY,AMANDA,BROWN,,,FEMALE,,,,RI,,1734891700
RI0007848,KATHLEEN,JEFFREY,GAMBLE,,,MALE,,,,RI,,1732056048
RI0007849,DEBRA,,HENDERSON,,,MALE,,,,RI,,1082441313
RI0007850,CHRISTOPHER,SEAN,FITZGERALD,,,MALE,,,,RI,,1407804429
RI0007851,GREGORY,RITA,SCOTT,,,MALE,,,,RI,,1105047841
RI0007852,RHONDA,MARY,DAVIS,,,MALE,,,,RI,,1180671886
RI0007853,NATHANIEL,,CHOI,,,MALE,,,,RI,,1604524611
RI0007854,DENISE,WILLIAM,CHUNG,,,FEMALE,,,,RI,,1798117519
RI0007855,MICHAEL,,EDWARDS,,,MALE,,,,RI,,1224600921
RI0007856,WILLIE,,MATHIS,,,FEMALE,,,,RI,,1785899344
RI0007857,DEVIN,BRITTANY,FORD,,,MALE,,,,RI,,1750673492
RI0007858,TIMOTHY,MEREDITH,JOHNSON,,,MALE,,,,RI,,1573333644
RI0007859,WALTER,,SULLIVAN,,,FEMALE,,,,RI,,1415583410
RI0007860,JESSICA,,JACKSON,,,MALE,,,,RI,,1722933086
RI0007861,VERONICA,,WILSON,,,FEMALE,,,,RI,,1291222807
RI0007862,KAYLA,MICHAEL,PITTMAN,,,MALE,,,,RI,,1848602570
RI0007863,ERIN,JULIA,CARTER,,,MALE,,,,RI,,1915091480
RI0007864,ERIN,,DANIEL,,,MALE,,,,RI,,1972713521
RI0007865,DIANE,,ROGERS,,,MALE,,,,RI,,1651235843
RI0007866,JOSEPH,,KING,,,MALE,,,,RI,,1687447220
RI0007867,STEPHEN,,RICHMOND,,,FEMALE,,,,RI,,1635680649
RI0007868,AMANDA,,LOWERY,,,FEMALE,,,,RI,,1957972227
RI0007869,MARY,,BENTLEY,,,MALE,,,,RI,,1772753267
RI0007870,JEFFREY,DARRELL,BRENNAN,,,FEMALE,,,,RI,,1211299744
RI0007871,CHRISTINA,,MITCHELL,,,FEMALE,,,,RI,,1155089489
RI0007872,JOSHUA,KIARA,HERMAN,,,FEMALE,,,,RI,,1624210084
RI0007873,LINDSEY,CYNTHIA,HERNANDEZ,,,FEMALE,,,,RI,,1395315910
RI0007874,JOHN,MELISSA,ALVARADO,,,MALE,,,,RI,,1212561720
RI0007875,BRENDA,MARILYN,CLAYTON,,,FEMALE,,,,RI,,1647621756
RI0007876,MARIO,ROBIN,WALKER,,,MALE,,,,RI,,1115310714
RI0007877,GARY,TONYA,HOOD,,,FEMALE,,,,RI,,1145032896
RI0007878,EVAN,,GRAHAM,,,MALE,,,,RI,,1043754547
RI0007879,MARY,,DELEON,,,FEMALE,,,,RI,,1072496997
RI0007880,ERIC,,RAMIREZ,,,MALE,,,,RI,,1655222418
RI0007881,SHELBY,BONNIE,KEMP,,,MALE,,,,RI,,1520492339
RI0007882,JAMES,JACLYN,GRIFFITH,,,FEMALE,,,,RI,,1916243615
RI0007883,MORGAN,BRITTANY,STEPHENS,,,MALE,,,,RI,,1606149152
RI0007884,SHARON,,ROTH,,,MALE,,,,RI,,1625040833
RI0007885,RICHARD,,GUZMAN,,,MALE,,,,RI,,1960783997
RI0007886,JESSICA,,BARNES,,,MALE,,,,RI,,1995749575
RI0007887,DANA,,GARZA,,,FEMALE,,,,RI,,1897381559
RI0007888,PAMELA,PATRICIA,SWEENEY,,,MALE,,,,RI,,1687436441
RI0007889,LORI,MICHAEL,ROSE,,,FEMALE,,,,RI,,1348726110
RI0007890,JOHN,,MOORE,,,MALE,,,,RI,,1767877326
RI0007891,MELISSA,,BASS,,,FEMALE,,,,RI,,1547704659
RI0007892,JOHN,,ALLEN,,,FEMALE,,,,RI,,1543663297
RI0007893,LISA,KATHRYN,MCDONALD,,,MALE,,,,RI,,1265905011
RI0007894,KARA,AMY,DAVIS,,,FEMALE,,,,RI,,1148030209
RI0007895,JOSEPH,NATHAN,ADAMS,,,FEMALE,,,,RI,,1008024521
RI0007896,MARIO,,HUGHES,,,MALE,,,,RI,,1605754722
RI0007897,MARCUS,TIMOTHY,JONES,,,MALE,,,,RI,,1909672155
RI0007898,VALERIE,MEGAN,BROWN,,,FEMALE,,,,RI,,1363576170
RI0007899,VERONICA,KATHERINE,COLE,,,FEMALE,,,,RI,,1454542388
RI0007900,BENJAMIN,,JONES,,,MALE,,,,RI,,1279018961
RI0007901,PAMELA,MICHAEL,NGUYEN,,,FEMALE,,,,RI,,1329078669
RI0007902,DAVID,,WILSON,,,FEMALE,,,,RI,,1272232874
RI0007903,DOUGLAS,ALISHA,DAVIS,,,FEMALE,,,,RI,,1874747196
RI0007904,STACY,JERRY,HART,,,FEMALE,,,,RI,,1093978906
RI0007905,PHILLIP,,COBB,,,FEMALE,,,,RI,,1798349450
RI0007906,LAURA,,OSBORNE,,,FEMALE,,,,RI,,1038741240
RI0007907,RICHARD,KEVIN,PORTER,,,FEMALE,,,,RI,,1429810115
RI0007908,CHARLES,SANDRA,EDWARDS,,,MALE,,,,RI,,1371957574
RI0007909,ERIC,,JORDAN,,,FEMALE,,,,RI,,1535999613
RI0007910,CHAD,MICHAEL,VALENCIA,,,FEMALE,,,,RI,,1292574257
RI0007911,KEVIN,KELLY,GARCIA,,,MALE,,,,RI,,1127629944
RI0007912,ROBERT,,THOMPSON,,,FEMALE,,,,RI,,1832023891
RI0007913,JULIE,CHRISTOPHER,BROWN,,,MALE,,,,RI,,1934448758
RI0007914,REBECCA,,MAYO,,,FEMALE,,,,RI,,1132868370
RI0007915,LAURA,,VAUGHN,,,MALE,,,,RI,,1730219182
RI0007916,CHRISTOPHER,,COLLIER,,,MALE,,,,RI,,1024676427
RI0007917,AMY,VALERIE,WILSON,,,FEMALE,,,,RI,,1845349867
RI0007918,BRIANNA,JESSICA,COLE,,,MALE,,,,RI,,1808991896
RI0007919,MELISSA,NICHOLAS,ROSE,,,FEMALE,,,,RI,,1112860819
RI0007920,MARGARET,JOANNA,DEAN,,,FEMALE,,,,RI,,1210776956
RI0007921,DAN,,TERRY,,,MALE,,,,RI,,1319668048
RI0007922,SHARON,KATHY,WONG,,,FEMALE,,,,RI,,1543125997
RI0007923,CHRISTOPHER,SHANNON,BENNETT,,,MALE,,,,RI,,1162518677
RI0007924,TIFFANY,,WILKINS,,,MALE,,,,RI,,1350108870
RI0007925,MARY,,ALLEN,,,FEMALE,,,,RI,,1061841596
RI0007926,ANDREA,DARIN,BALL,,,FEMALE,,,,RI,,1183661106
RI0007927,ANDREA,JAMIE,ROBERTS,,,MALE,,,,RI,,1367811105
RI0007928,CHRISTOPHER,,SMITH,,,MALE,,,,RI,,1258193704
RI0007929,PETER,,JOHNSTON,,,MALE,,,,RI,,1896584637
RI0007930,ROBERT,CRYSTAL,ANDERSON,,,FEMALE,,,,RI,,1905756926
RI0007931,KENNETH,,STEWART,,,FEMALE,,,,RI,,1496609288
RI0007932,MICHAEL,MICHAEL,BARNES,,,FEMALE,,,,RI,,1613819109
RI0007933,STEVEN,,BELL,,,MALE,,,,RI,,1606357015
RI0007934,MELINDA,TONY,WELCH,,,MALE,,,,RI,,1426747100
RI0007935,SARAH,CATHERINE,COLEMAN,,,MALE,,,,RI,,1755339917
RI0007936,STEPHEN,KATHERINE,SCOTT,,,FEMALE,,,,RI,,1737473973
RI0007937,CRYSTAL,,BALL,,,MALE,,,,RI,,1149995386
RI0007938,SHANE,,SERRANO,,,FEMALE,,,,RI,,1415694710
RI0007939,RODNEY,,HERNANDEZ,,,FEMALE,,,,RI,,1789763676
RI0007940,MARCUS,,WILLIAMS,,,FEMALE,,,,RI,,1508506468
RI0007941,COLIN,CAROL,PROCTOR,,,FEMALE,,,,RI,,1040901446
RI0007942,KIMBERLY,KELLY,TAYLOR,,,FEMALE,,,,RI,,1156857954
RI0007943,LAUREN,JULIE,TATE,,,FEMALE,,,,RI,,1090915035
RI0007944,HEIDI,,SANCHEZ,,,FEMALE,,,,RI,,1302715856
RI0007945,TYLER,CHARLES,LAM,,,MALE,,,,RI,,1900334563
RI0007946,COREY,,WOODARD,,,FEMALE,,,,RI,,1197410407
RI0007947,SUSAN,AMANDA,HAYNES,,,FEMALE,,,,RI,,1005530914
RI0007948,MELISSA,BRIAN,MARTINEZ,,,MALE,,,,RI,,1378188425
RI0007949,JOSHUA,,MULLINS,,,MALE,,,,RI,,1107080270
RI0007950,JOSEPH,JOSHUA,BROWN,,,FEMALE,,,,RI,,1844207044
RI0007951,KATHLEEN,,JACKSON,,,MALE,,,,RI,,1065859576
RI0007952,BRITTNEY,,WILLIAMS,,,FEMALE,,,,RI,,1830531619
RI0007953,LISA,,BERNARD,,,FEMALE,,,,RI,,1243483031
RI0007954,LARRY,,HESS,,,MALE,,,,RI,,1382708897
RI0007955,LISA,,BROWN,,,MALE,,,,RI,,1753715012
