RECID,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESUFFIX,SASID,RECORDFOUND,SEARCHDATE,COLLEGECODE,COLLEGENAME,COLLEGESTATE,COLLEGETYPE,PUBLICPRIVATE,ENROLLBEGIN,ENROLLEND,ENROLLSTATUS,GRADUATED,GRADUATIONDATE,DEGREETITLE,MAJOR,COLLEGESEQ,CREDIT,ENROLLFIRST,ENROLLLAST,HSGRADDATE,HSEXITTYPE,HSCODE,HSNAME,DISTCODE,DISTNAME,SEX,RACE,RACE7,LUNCH,IEP,LEP,
900211,SAVANNAH,,ROMAN,,1569918884,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,B,MU7,N,Y,N,
900212,BRENDAN,ERIK,HARTMAN,,1685596204,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,Y,00:00.0,BS,BIOLOGY,2,0.5,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,I,WH7,Y,Y,Y,
900213,BRENDAN,ERIK,HARTMAN,,1685596204,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,I,WH7,Y,Y,Y,
900214,BRENDAN,ERIK,HARTMAN,,1685596204,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,4,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,I,WH7,Y,Y,Y,
900215,BRENDAN,ERIK,HARTMAN,,1685596204,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,5,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,I,WH7,Y,Y,Y,
900216,JOSE,BRIAN,GONZALEZ,,1142963633,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,BS,BUSINESS,2,1,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,M,E,AI7,N,N,Y,
900217,DENNIS,ALEXANDER,WARD,III,1445515932,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,AS,BUSINESS,2,0.5,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,A,AS7,Y,Y,N,
900218,DENNIS,ALEXANDER,WARD,III,1445515932,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,A,AS7,Y,Y,N,
900219,REBECCA,DAVID,DICKERSON,,1483405424,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,H,Y,00:00.0,BA,BUSINESS,2,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,E,BL7,N,N,Y,
900220,MARK,,FITZGERALD,,1639583676,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,I,WH7,Y,N,Y,
900221,MARIA,,MEYER,,1767598121,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,M,W,AS7,N,Y,Y,
900222,COURTNEY,,RAMOS,,1136755185,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,A,MU7,Y,N,N,
900223,COURTNEY,,RAMOS,,1136755185,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,A,MU7,Y,N,N,
900224,COURTNEY,,RAMOS,,1136755185,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,4,0.25,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,A,MU7,Y,N,N,
900225,COURTNEY,,RAMOS,,1136755185,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,5,1,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,A,MU7,Y,N,N,
900226,MARY,,ROMERO,,1729678754,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,H,MU7,N,N,Y,
900227,MARY,,ROMERO,,1729678754,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,H,MU7,N,N,Y,
900228,SHARON,,ORTIZ,,1425537839,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,15,58030,South Kingstown High School,58,South Kingstown,M,I,WH7,Y,N,N,
900229,TYLER,JESSICA,MIDDLETON,,1910728156,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,F,H,AS7,Y,Y,Y,
900230,TYLER,JESSICA,MIDDLETON,,1910728156,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,F,H,AS7,Y,Y,Y,
900231,HOLLY,,COLE,,1708694525,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,Y,00:00.0,AS,BUSINESS,2,0.25,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,A,BL7,N,N,N,
900232,HOLLY,,COLE,,1708694525,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,Y,00:00.0,BS,NURSING,3,0,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,A,BL7,N,N,N,
900233,HOLLY,,COLE,,1708694525,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,W,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,A,BL7,N,N,N,
900234,DANIELLE,,MONTOYA,,1287761186,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,Y,00:00.0,AS,NURSING,2,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,A,WH7,N,N,N,
900235,DANIELLE,,MONTOYA,,1287761186,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,BA,BIOLOGY,3,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,A,WH7,N,N,N,
900236,RACHAEL,,JUAREZ,,1396957306,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,E,AS7,N,N,N,
900237,COURTNEY,AMANDA,WARD,,1351375342,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,F,A,AS7,Y,Y,Y,
900238,COURTNEY,AMANDA,WARD,,1351375342,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,Y,00:00.0,BA,BUSINESS,3,0.25,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,F,A,AS7,Y,Y,Y,
900239,COURTNEY,AMANDA,WARD,,1351375342,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,F,Y,00:00.0,AS,BIOLOGY,4,0.25,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,F,A,AS7,Y,Y,Y,
900240,COURTNEY,AMANDA,WARD,,1351375342,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,5,0,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,F,A,AS7,Y,Y,Y,
900241,PAMELA,TIMOTHY,WATKINS,,1923381850,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,Y,00:00.0,BS,NURSING,2,0.25,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,I,WH7,Y,Y,N,
900242,PAMELA,TIMOTHY,WATKINS,,1923381850,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,I,WH7,Y,Y,N,
900243,JULIE,KRYSTAL,BROCK,,1294396269,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,G,Y,00:00.0,AS,BIOLOGY,2,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,H,WH7,Y,Y,Y,
900244,JULIE,KRYSTAL,BROCK,,1294396269,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,Y,00:00.0,BS,BIOLOGY,3,1,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,H,WH7,Y,Y,Y,
900245,DAWN,,RAMSEY,,1402875560,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,M,E,AS7,N,N,Y,
900246,VINCENT,,SCOTT,,1120096361,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,F,W,HI7,N,N,N,
900247,ANDREW,,TREVINO,,1967055254,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,M,I,HI7,N,Y,Y,
900248,SARA,,PAGE,,1460510764,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,M,I,AS7,N,Y,Y,
900249,FRANK,EDWARD,SMITH,,1016733057,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,H,WH7,Y,N,N,
900250,FRANK,EDWARD,SMITH,,1016733057,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,H,WH7,Y,N,N,
900251,JOSEPH,DANIEL,MARTIN,,1246279521,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,I,BL7,N,N,N,
900252,JOHN,ZACHARY,CHAN,,1166624496,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,F,Y,00:00.0,BA,BUSINESS,2,1,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,B,WH7,Y,N,N,
900253,JOHN,ZACHARY,CHAN,,1166624496,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,Q,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,B,WH7,Y,N,N,
900254,JOHN,ZACHARY,CHAN,,1166624496,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,A,N,NULL,,,4,0.25,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,B,WH7,Y,N,N,
900255,JOHN,ZACHARY,CHAN,,1166624496,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,W,Y,00:00.0,AS,NURSING,5,1,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,B,WH7,Y,N,N,
900256,TAMMY,,ANTHONY,,1268821338,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,96107,Mt. Hope High School,96,Bristol Warren,M,E,HI7,Y,N,Y,
900257,TAMMY,,ANTHONY,,1268821338,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,Y,00:00.0,BS,NURSING,3,0.5,00:00.0,00:00.0,00:00.0,16,96107,Mt. Hope High School,96,Bristol Warren,M,E,HI7,Y,N,Y,
900258,SABRINA,LISA,HOWARD,,1562063060,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,W,MU7,N,N,N,
900259,MITCHELL,,JACKSON,,1386759749,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,M,W,AS7,Y,Y,N,
900260,JOHNNY,ALEXANDER,SHEPHERD,,1545371356,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,M,H,AI7,N,Y,N,
900261,KATHERINE,RYAN,OLIVER,,1260688052,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,W,MU7,N,Y,Y,
900262,KIMBERLY,ERICA,THOMAS,,1931459871,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,H,Y,00:00.0,BA,NURSING,2,0.25,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,I,AI7,Y,N,Y,
900263,KIMBERLY,ERICA,THOMAS,,1931459871,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,I,AI7,Y,N,Y,
900264,KIMBERLY,ERICA,THOMAS,,1931459871,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,4,0,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,I,AI7,Y,N,Y,
900265,MICHAEL,AMY,STEVENS,,1970613288,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,H,WH7,Y,Y,N,
900266,MICHAEL,AMY,STEVENS,,1970613288,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,H,WH7,Y,Y,N,
900267,MICHAEL,AMY,STEVENS,,1970613288,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,H,WH7,Y,Y,N,
900268,JOHN,SAMUEL,THOMAS,,1361023309,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,A,HI7,N,N,Y,
900269,CARLOS,,MAXWELL,,1493712811,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,18,28010,Cranston High School East,28,Cranston,F,I,AS7,N,Y,N,
900270,CARLOS,,MAXWELL,,1493712811,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,18,28010,Cranston High School East,28,Cranston,F,I,AS7,N,Y,N,
900271,CHRISTOPHER,JENNIFER,PEREZ,,1812786430,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,F,W,MU7,N,N,N,
900272,CHRISTOPHER,,NICHOLSON,JR,1676009291,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,96107,Mt. Hope High School,96,Bristol Warren,M,H,AI7,N,N,N,
900273,STEVEN,,BEARD,,1212578415,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,B,BL7,Y,Y,Y,
900274,STEVEN,,BEARD,,1212578415,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,BS,BIOLOGY,3,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,B,BL7,Y,Y,Y,
900275,JERRY,,POOLE,,1667544679,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,B,HI7,N,N,N,
900276,BEVERLY,KAYLEE,BUTLER,,1566952924,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,Q,Y,00:00.0,BS,BIOLOGY,2,0,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,M,B,BL7,Y,N,Y,
900277,KAREN,,BOYD,,1884477262,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,I,MU7,Y,N,Y,
900278,KAREN,,BOYD,,1884477262,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,G,Y,00:00.0,AS,BUSINESS,3,0.25,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,I,MU7,Y,N,Y,
900279,LORI,,CLAY,,1767630215,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,B,HI7,Y,N,Y,
900280,JASMINE,,SANCHEZ,,1796329850,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,BS,BUSINESS,2,1,00:00.0,00:00.0,00:00.0,18,28010,Cranston High School East,28,Cranston,M,H,BL7,Y,Y,N,
900281,JASMINE,,SANCHEZ,,1796329850,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,18,28010,Cranston High School East,28,Cranston,M,H,BL7,Y,Y,N,
900282,JAMES,,CASTILLO,SR,1746566463,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,B,AI7,Y,N,N,
900283,SUSAN,,SWANSON,,1295922031,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,F,A,BL7,N,N,Y,
900284,SUSAN,,SWANSON,,1295922031,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,H,Y,00:00.0,BS,NURSING,3,0.25,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,F,A,BL7,N,N,Y,
900285,ROBERT,,BUCK,,1257141316,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,W,AS7,N,N,Y,
900286,FELICIA,RAYMOND,BECKER,,1413986972,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,28010,Cranston High School East,28,Cranston,M,B,AS7,Y,N,Y,
900287,NICHOLAS,SARAH,WALSH,,1781285372,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,I,HI7,N,N,Y,
900288,JOSEPH,JOSE,THOMAS,,1126276061,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,M,A,WH7,Y,N,Y,
900289,JOSEPH,JOSE,THOMAS,,1126276061,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,Y,00:00.0,BS,BUSINESS,3,1,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,M,A,WH7,Y,N,Y,
900290,CRYSTAL,MICHAEL,REED,SR,1131710299,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,F,B,AI7,Y,Y,N,
900291,BEVERLY,DAVID,TAYLOR,,1494353861,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,H,Y,00:00.0,AS,BUSINESS,2,0.5,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,W,WH7,Y,Y,N,
900292,DANIEL,,JACOBS,,1499410837,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,M,B,HI7,N,Y,Y,
900293,DANIEL,,JACOBS,,1499410837,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,M,B,HI7,N,Y,Y,
900294,JENNIFER,,ELLIOTT,,1439897785,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,A,AI7,N,Y,Y,
900295,JENNIFER,,ELLIOTT,,1439897785,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,A,AI7,N,Y,Y,
900296,JENNIFER,,ELLIOTT,,1439897785,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,Y,00:00.0,AS,NURSING,4,0.25,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,A,AI7,N,Y,Y,
900297,JENNIFER,,ELLIOTT,,1439897785,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,5,0.5,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,A,AI7,N,Y,Y,
900298,JILL,TAMMY,TUCKER,,1997701223,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,M,H,BL7,N,Y,Y,
900299,JILL,TAMMY,TUCKER,,1997701223,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,Y,00:00.0,AS,BUSINESS,3,0.25,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,M,H,BL7,N,Y,Y,
900300,JILL,TAMMY,TUCKER,,1997701223,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,4,1,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,M,H,BL7,N,Y,Y,
